1210,Jul 2014,          0.3%        ,,
1211,Jun 2014,          0.4%        ,,
1212,May 2014,          0.1%        ,,
1213,Apr 2014,          0.4%        ,,
1214,Mar 2014,          1.0%        ,,
1215,Feb 2014,          0.3%        ,,          0.0%        
1216,Jan 2014,          -0.3%        ,,          0.4%        
1217,Dec 2013,          0.7%        ,,          0.2%        
1218,Nov 2013,          0.1%        ,,          0.4%        
1219,Oct 2013,          0.5%        ,,          0.5%        
1220,Sep 2013,          0.3%        ,,          -0.1%        
1221,Aug 2013,          0.1%        ,,          0.2%        
1222,Jul 2013,          0.6%        ,,          0.0%        
1223,Jun 2013,          0.1%        ,,          1.1%        
1224,May 2013,          0.3%        ,,          0.1%        
1225,Apr 2013,          0.0%        ,,          0.7%        
1226,Mar 2013,          -0.4%        ,,          -0.2%        
1227,Feb 2013,          1.0%        ,,          0.2%        
1228,Jan 2013,          0.4%        ,,          0.5%        
1229,Dec 2012,          0.3%        ,,          0.0%        
1230,Nov 2012,          -0.1%        ,,          0.3%        
1231,Oct 2012,          0.0%        ,,          0.8%        
1232,Sep 2012,          1.2%        ,,          0.7%        
1233,Aug 2012,          1.0%        ,,          0.3%        
1234,Jul 2012,          0.8%        ,,          0.5%        
1235,Jun 2012,          -0.4%        ,,          0.8%        
1236,May 2012,          -0.4%        ,,          0.4%        
1237,Apr 2012,          -0.3%        ,,          0.4%        
1238,Mar 2012,          0.8%        ,,          0.2%        
1239,Feb 2012,          0.9%        ,,          -1.1%        
1240,Jan 2012,          1.1%        ,,          0.4%        
1241,Dec 2011,          -0.5%        ,,          0.6%        
1242,Nov 2011,          0.3%        ,,          0.6%        
1243,Oct 2011,          0.6%        ,,
1244,Sep 2011,          0.5%        ,,
1245,Aug 2011,          0.5%        ,,
1246,Jul 2011,          0.3%        ,,
1247,Jun 2011,          0.2%        ,,
1248,May 2011,          0.2%        ,,
1249,Apr 2011,          0.5%        ,,
1250,Mar 2011,          1.2%        ,,
1251,Feb 2011,          1.1%        ,,
1252,Jan 2011,          0.6%        ,,
1253,Dec 2010,          0.3%        ,,
1254,Nov 2010,          1.2%        ,,
1255,Oct 2010,          0.3%        ,,
1256,Sep 2010,          0.5%        ,,
1257,Aug 2010,          0.6%        ,,
1258,Jul 2010,          0.1%        ,,
1259,Jun 2010,          -0.1%        ,,
1260,May 2010,          -1.2%        ,,
1261,Apr 2010,          0.6%        ,,
1262,Mar 2010,          1.2%        ,,
1263,Feb 2010,          0.8%        ,,
1264,Jan 2010,          0.5%        ,,
1265,Dec 2009,          -0.2%        ,,          1.2%        
1266,Nov 2009,          1.9%        ,,          0.5%        
1267,Oct 2009,          0.2%        ,,          -0.6%        
1268,Sep 2009,          0.4%        ,,          0.3%        
1269,Aug 2009,          1.1%        ,,          0.5%        
1270,Jul 2009,          -0.5%        ,,          -0.5%        
1271,Jun 2009,          0.5%        ,,          -1.0%        
1272,May 2009,          0.4%        ,,          0.7%        
1273,Apr 2009,          -0.2%        ,,          0.9%        
1274,Mar 2009,          -1.2%        ,,          -1.6%        
1275,Feb 2009,          1.0%        ,,          -2.2%        
1276,Jan 2009,          1.6%        ,,          0.4%        
1277,Dec 2008,          -3.1%        ,,          0.5%        
1278,Nov 2008,          -2.5%        ,,          -0.2%        
1279,Oct 2008,          -2.4%        ,,          0.3%        
1280,Sep 2008,          -0.6%        ,,          -0.4%        
1281,Aug 2008,          -0.7%        ,,          0.2%        
1282,Jul 2008,          0.3%        ,,          0.4%        
1283,Jun 2008,          0.8%        ,,          0.4%        
1284,May 2008,          1.2%        ,,          0.3%        
1285,Apr 2008,          1.0%        ,,
1286,Mar 2008,          0.1%        ,,
1287,Feb 2008,          -0.1%        ,,
1288,Jan 2008,          0.5%        ,,
1289,Dec 2007,          -0.3%        ,,
1290,Nov 2007,          1.8%        ,,
1291,Oct 2007,          0.4%        ,,
1292,Sep 2007,          0.3%        ,,
1293,Aug 2007,          -0.4%        ,,
1294,Jul 2007,          0.7%        ,,
1295,Jun 2007,          -0.4%        ,,
1296,Mar 2007,          0.8%        ,,
1297,Feb 2007,          -0.1%        ,,
1298,Jan 2007,          0.2%        ,,
1299,Jun 2022,          1.9%        ,-8.7%,          0.8%        
1300,May 2022,          0.7%        ,0.0%,          0.6%        
1301,Apr 2022,          0.4%        ,-0.1%,          -1.7%        
1302,Mar 2022,          0.8%        ,0.1%,          1.2%        
1303,Feb 2022,          -2.2%        ,-0.2%,          3.2%        
1304,Jan 2022,          1.6%        ,0.2%,          0.1%        
1305,Dec 2021,          -0.9%        ,-0.4%,          1.3%        
1306,Nov 2021,          2.5%        ,0.5%,          0.5%        
1307,Oct 2021,          -0.5%        ,-0.8%,          3.2%        
1308,Sep 2021,          -0.4%        ,0.8%,          -0.8%        
1309,Aug 2021,          1.8%        ,0.1%,          1.3%        
1310,Jul 2021,          -0.1%        ,-0.5%,          -0.9%        
1311,Jun 2021,          0.8%        ,0.9%,          3.5%        
1312,May 2021,          2.3%        ,-1.0%,          1.2%        
1313,Apr 2021,          -1.3%        ,0.4%,          1.2%        
1314,Mar 2021,          0.5%        ,-0.4%,          1.8%        
1315,Feb 2021,          -1.1%        ,0.6%,          2.1%        
1316,Jan 2021,          3.4%        ,-0.7%,          11.7%        
1317,Dec 2020,          0.2%        ,0.5%,          7.7%        
1318,Nov 2020,          0.9%        ,0.1%,          15.1%        
1319,Oct 2020,          1.3%        ,-0.7%,          -18.1%        
1320,Sep 2020,          1.9%        ,1.3%,          -16.6%        
1321,Aug 2020,          0.4%        ,1.5%,          1.1%        
1322,Jul 2020,          11.2%        ,3.9%,          0.1%        
1323,Jun 2020,          7.3%        ,10.9%,          2.9%        
1324,May 2020,          15.8%        ,6.2%,          -3.1%        
1325,Apr 2020,          -17.2%        ,6.8%,          0.2%        
1326,Mar 2020,          -14.4%        ,-0.1%,          -1.4%        
1327,Feb 2020,          1.2%        ,0.2%,          0.3%        
1328,Jan 2020,          -0.2%        ,-0.2%,          2.0%        
1329,Dec 2019,          2.4%        ,0.9%,          1.8%        
1330,Nov 2019,          -2.0%        ,-1.1%,          -2.3%        
1331,Oct 2019,          0.6%        ,0.0%,          -2.8%        
1332,Sep 2019,          -1.1%        ,2.0%,          1.7%        
1333,Aug 2019,          0.2%        ,-3.1%,          -1.1%        
1334,Jul 2019,          2.1%        ,-1.0%,          0.1%        
1335,Jun 2019,          2.0%        ,1.2%,          1.3%        
1336,May 2019,          -1.3%        ,0.0%,          1.0%        
1337,Apr 2019,          -2.1%        ,-1.5%,          -4.3%        
1338,Mar 2019,          2.7%        ,3.9%,          -0.1%        
1339,Feb 2019,          -1.6%        ,-1.0%,          4.6%        
1340,Jan 2019,          0.4%        ,-0.8%,          -1.2%        
1341,Dec 2018,          1.2%        ,1.2%,          0.7%        
1342,Nov 2018,          0.8%        ,6.2%,          -0.3%        
1343,Oct 2018,          -4.4%        ,0.7%,          -1.0%        
1344,Sep 2018,          0.8%        ,-0.1%,
1345,Aug 2018,          4.5%        ,-0.3%,
1346,Jul 2018,          -1.7%        ,0.4%,
1347,Jun 2018,          1.0%        ,-0.2%,
1348,May 2018,          -0.6%        ,-0.2%,
1349,Apr 2018,          -1.7%        ,-0.3%,          2.7%        
1350,Mar 2018,          2.6%        ,-0.3%,          3.5%        
1351,Feb 2018,          3.1%        ,-0.1%,          -3.5%        
1352,Jan 2018,          -3.7%        ,0.2%,          2.6%        
1353,Dec 2017,          2.9%        ,-0.2%,          1.7%        
1354,Nov 2017,          1.3%        ,-0.1%,          -0.4%        
1355,Oct 2017,          -1.2%        ,0.1%,          2.0%        
1356,Sep 2017,          2.2%        ,0.0%,          6.4%        
1357,Aug 2017,          1.7%        ,-0.2%,          -0.1%        
1358,Jul 2017,          -6.8%        ,0.4%,          -0.9%        
1359,Jun 2017,          6.5%        ,-0.5%,          2.3%        
1360,May 2017,          -1.1%        ,0.3%,          2.3%        
1361,Apr 2017,          -0.7%        ,0.0%,          2.3%        
1362,Mar 2017,          0.7%        ,,          -0.8%        
1363,Feb 2017,          1.7%        ,,          -4.8%        
1364,Jan 2017,          1.8%        ,,          4.6%        
1365,Dec 2016,          -0.4%        ,,          0.4%        
1366,Nov 2016,          -4.6%        ,,          0.3%        
1367,Oct 2016,          4.8%        ,,          3.6%        
1368,Sep 2016,          -0.1%        ,,          -4.2%        
1369,Aug 2016,          0.0%        ,,          -2.3%        
1370,Jul 2016,          4.4%        ,,          3.3%        
1371,Jun 2016,          -4.0%        ,,          1.9%        
1372,May 2016,          -2.2%        ,,          -3.0%        
1373,Apr 2016,          3.4%        ,,          4.2%        
1374,Mar 2016,          0.8%        ,,          -5.0%        
1375,Feb 2016,          -2.8%        ,,          -0.5%        
1376,Jan 2016,          4.9%        ,,          -0.8%        
1377,Dec 2015,          -5.1%        ,,          -2.3%        
1378,Nov 2015,          0.0%        ,,          1.9%        
1379,Oct 2015,          3.0%        ,,          4.1%        
1380,Sep 2015,          -1.2%        ,,          -2.1%        
1381,Aug 2015,          -2.0%        ,,          -1.5%        
1382,Jul 2015,          2.0%        ,,          2.8%        
1383,Jun 2015,          3.4%        ,,          -3.4%        
1384,May 2015,          -1.8%        ,,          -0.9%        
1385,Apr 2015,          -0.5%        ,,          -1.0%        
1386,Mar 2015,          4.0%        ,,          -1.1%        
1387,Feb 2015,          -1.4%        ,,          -18.4%        
1388,Jan 2015,          2.0%        ,,          22.6%        
1389,Dec 2014,          -3.7%        ,,          1.7%        
1390,Nov 2014,          -2.1%        ,,          0.6%        
1391,Oct 2014,          0.3%        ,,          2.5%        
1392,Sep 2014,          -0.9%        ,,
1393,Aug 2014,          -18.3%        ,,
1394,Jul 2014,          22.5%        ,,
1395,Jun 2014,          2.7%        ,,
1396,May 2014,          -1.0%        ,,
1397,Apr 2014,          0.8%        ,,
1398,Mar 2014,          3.6%        ,,
1399,Feb 2014,          2.2%        ,,          -1.0%        
1400,Jan 2014,          -1.3%        ,,          3.4%        
1401,Dec 2013,          -4.2%        ,,          -1.6%        
1402,Nov 2013,          2.6%        ,,          3.7%        
1403,Oct 2013,          -0.7%        ,,          0.1%        
1404,Sep 2013,          3.8%        ,,          -7.4%        
1405,Aug 2013,          0.2%        ,,          4.2%        
1406,Jul 2013,          -8.1%        ,,          3.6%        
1407,Jun 2013,          3.9%        ,,          3.5%        
1408,May 2013,          5.2%        ,,          -6.9%        
1409,Apr 2013,          3.6%        ,,          5.6%        
1410,Mar 2013,          -5.9%        ,,          -4.9%        
1411,Feb 2013,          4.3%        ,,          4.3%        
1412,Jan 2013,          -3.8%        ,,          0.7%        
1413,Dec 2012,          3.7%        ,,          0.5%        
1414,Nov 2012,          0.8%        ,,          -13.2%        
1415,Oct 2012,          1.1%        ,,          4.1%        
1416,Sep 2012,          9.2%        ,,          1.3%        
1417,Aug 2012,          -13.1%        ,,          1.3%        
1418,Jul 2012,          3.3%        ,,          0.0%        
1419,Jun 2012,          1.6%        ,,          -4.2%        
1420,May 2012,          1.6%        ,,          2.2%        
1421,Apr 2012,          -0.2%        ,,          -4.0%        
1422,Mar 2012,          -3.7%        ,,          3.0%        
1423,Feb 2012,          1.9%        ,,          3.7%        
1424,Jan 2012,          -3.6%        ,,          -0.5%        
1425,Dec 2011,          3.2%        ,,          -0.8%        
1426,Nov 2011,          4.3%        ,,          -2.1%        
1427,Oct 2011,          0.0%        ,,          -3.6%        
1428,Sep 2011,          -1.5%        ,,          4.1%        
1429,Aug 2011,          -0.1%        ,,          0.6%        
1430,Jul 2011,          4.1%        ,,          2.7%        
1431,Jun 2011,          -1.3%        ,,          -2.5%        
1432,May 2011,          1.9%        ,,          -0.3%        
1433,Apr 2011,          -2.7%        ,,          -3.3%        
1434,Mar 2011,          4.4%        ,,          3.3%        
1435,Feb 2011,          -1.1%        ,,          -1.3%        
1436,Jan 2011,          3.6%        ,,          0.3%        
1437,Dec 2010,          -0.4%        ,,          -0.6%        
1438,Dec 2010,          -0.1%        ,,          -1.3%        
1439,Nov 2010,          -1.3%        ,,          0.5%        
1440,Oct 2010,          -3.1%        ,,          2.6%        
1441,Sep 2010,          5.0%        ,,
1442,Aug 2010,          -1.0%        ,,
1443,Jul 2010,          0.7%        ,,
1444,Jun 2010,          -0.1%        ,,
1445,May 2010,          -0.8%        ,,
1446,Apr 2010,          2.9%        ,,
1447,Mar 2010,          0.0%        ,,
1448,Feb 2010,          1.1%        ,,
1449,Jan 2010,          3.9%        ,,          0.3%        
1450,Dec 2009,          1.9%        ,,          0.2%        
1451,Nov 2009,          -0.4%        ,,          1.4%        
1452,Oct 2009,          -0.6%        ,,          -2.4%        
1453,Sep 2009,          2.0%        ,,          -2.5%        
1454,Aug 2009,          -2.6%        ,,          1.8%        
1455,Jul 2009,          4.9%        ,,          3.4%        
1456,Jun 2009,          -1.3%        ,,          -5.2%        
1457,May 2009,          1.3%        ,,          -2.6%        
1458,Apr 2009,          1.9%        ,,          -1.5%        
1459,Mar 2009,          -0.8%        ,,          0.9%        
1460,Feb 2009,          2.1%        ,,          -4.5%        
1461,Jan 2009,          -4.5%        ,,          1.3%        
1462,Dec 2008,          -4.6%        ,,          0.8%        
1463,Nov 2008,          -3.7%        ,,          0.0%        
1464,Oct 2008,          -6.2%        ,,          -0.5%        
1465,Sep 2008,          -0.2%        ,,          -1.7%        
1466,Aug 2008,          -5.5%        ,,          -5.3%        
1467,Jul 2008,          0.8%        ,,          5.2%        
1468,Jun 2008,          1.3%        ,,          -0.1%        
1469,May 2008,          0.1%        ,,          -1.7%        
1470,Apr 2008,          -1.0%        ,,          -4.9%        
1471,Mar 2008,          -0.3%        ,,          5.9%        
1472,Feb 2008,          -0.9%        ,,          1.4%        
1473,Jan 2008,          -4.7%        ,,          -2.4%        
1474,Dec 2007,          4.4%        ,,          0.6%        
1475,Nov 2007,          0.5%        ,,          2.5%        
1476,Oct 2007,          -0.4%        ,,          -7.8%        
1477,Sep 2007,          -1.4%        ,,
1478,Aug 2007,          -5.3%        ,,
1479,Jul 2007,          6.1%        ,,
1480,Jun 2007,          1.9%        ,,
1481,May 2007,          -2.3%        ,,
1482,Apr 2007,          1.1%        ,,
1483,Mar 2007,          4.3%        ,,
1484,Feb 2007,          2.4%        ,,
1485,Jan 2007,          -8.7%        ,,
1486,Jun 2022,          372 K        ,-229 K,          384 K        
1487,May 2022,          390 K        ,-19 K,          436 K        
1488,Apr 2022,          428 K        ,317 K,          428 K        
1489,Mar 2022,          431 K        ,80 K,          750 K        
1490,Feb 2022,          678 K        ,-413 K,          481 K        
1491,Jan 2022,          467 K        ,-192 K,          510 K        
1492,Dec 2021,          199 K        ,379 K,          249 K        
1493,Nov 2021,          210 K        ,330 K,          546 K        
1494,Oct 2021,          531 K        ,-54 K,          312 K        
1495,Sep 2021,          194 K        ,-302 K,          366 K        
1496,Aug 2021,          235 K        ,23 K,          1053 K        
1497,Jul 2021,          943 K        ,381 K,          938 K        
1498,Jun 2021,          850 K        ,3 K,          583 K        
1499,May 2021,          559 K        ,-396 K,          278 K        
1500,Apr 2021,          266 K        ,-1 K,          770 K        
1501,Mar 2021,          916 K        ,409 K,          468 K        
1502,Feb 2021,          379 K        ,-137 K,          166 K        
1503,Jan 2021,          49 K        ,-497 K,          -227 K        
1504,Dec 2020,          -140 K        ,207 K,          336 K        
1505,Nov 2020,          245 K        ,528 K,          610 K        
1506,Oct 2020,          638 K        ,-76324 K,          672 K        
1507,Sep 2020,          661 K        ,78356 K,          1489 K        
1508,Aug 2020,          1371 K        ,-74433 K,          1734 K        
1509,Jul 2020,          1763 K        ,4511 K,          4791 K        
1510,Jun 2020,          4800 K        ,-12034 K,          2699 K        
1511,May 2020,          2509 K        ,-10000 K,          -20687 K        
1512,Apr 2020,          -20500 K        ,139 K,          -870 K        
1513,Mar 2020,          -701 K        ,163 K,          275 K        
1514,Feb 2020,          273 K        ,161 K,          273 K        
1515,Jan 2020,          225 K        ,161 K,          147 K        
1516,Dec 2019,          145 K        ,168 K,          256 K        
1517,Nov 2019,          266 K        ,168 K,          156 K        
1518,Oct 2019,          128 K        ,172 K,          180 K        
1519,Sep 2019,          136 K        ,174 K,          168 K        
1520,Aug 2019,          130 K        ,177 K,          159 K        
1521,Jul 2019,          164 K        ,178 K,          193 K        
1522,Jun 2019,          224 K        ,176 K,          72 K        
1523,May 2019,          75 K        ,170 K,          224 K        
1524,Apr 2019,          263 K        ,167 K,          189 K        
1525,Mar 2019,          196 K        ,176 K,          33 K        
1526,Feb 2019,          20 K        ,173 K,          311 K        
1527,Jan 2019,          304 K        ,168 K,          222 K        
1528,Dec 2018,          312 K        ,170 K,          176 K        
1529,Nov 2018,          155 K        ,169 K,          237 K        
1530,Oct 2018,          250 K        ,167 K,          118 K        
1531,Sep 2018,          134 K        ,160 K,          270 K        
1532,Aug 2018,          201 K        ,161 K,          147 K        
1533,Jul 2018,          157 K        ,160 K,          248 K        
1534,Jun 2018,          213 K        ,158 K,          244 K        
1535,May 2018,          223 K        ,166 K,          159 K        
1536,Apr 2018,          164 K        ,168 K,          135 K        
1537,Mar 2018,          103 K        ,166 K,          326 K        
1538,Feb 2018,          313 K        ,159 K,          239 K        
1539,Jan 2018,          200 K        ,157 K,          160 K        
1540,Dec 2017,          148 K        ,159 K,          252 K        
1541,Nov 2017,          228 K        ,159 K,          244 K        
1542,Oct 2017,          261 K        ,159 K,          18 K        
1543,Sep 2017,          -33 K        ,172 K,          169 K        
1544,Aug 2017,          156 K        ,177 K,          189 K        
1545,Jul 2017,          209 K        ,176 K,          231 K        
1546,Jun 2017,          222 K        ,172 K,          152 K        
1547,May 2017,          138 K        ,174 K,          174 K        
1548,Apr 2017,          211 K        ,171 K,          79 K        
1549,Mar 2017,          98 K        ,,          219 K        
1550,Feb 2017,          235 K        ,,          238 K        
1551,Jan 2017,          227 K        ,,          157 K        
1552,Dec 2016,          156 K        ,,          204 K        
1553,Nov 2016,          178 K        ,,          142 K        
1554,Oct 2016,          161 K        ,,          191 K        
1555,Sep 2016,          156 K        ,,          167 K        
1556,Aug 2016,          151 K        ,,          275 K        
1557,Jul 2016,          255 K        ,,          292 K        
1558,Jun 2016,          287 K        ,,          11 K        
1559,May 2016,          38 K        ,,          123 K        
1560,Apr 2016,          160 K        ,,          208 K        
1561,Mar 2016,          215 K        ,,          245 K        
1562,Feb 2016,          242 K        ,,          172 K        
1563,Jan 2016,          151 K        ,,          262 K        
1564,Dec 2015,          292 K        ,,          252 K        
1565,Nov 2015,          211 K        ,,          298 K        
1566,Oct 2015,          271 K        ,,          137 K        
1567,Sep 2015,          142 K        ,,          136 K        
1568,Aug 2015,          173 K        ,,          245 K        
1569,Jul 2015,          215 K        ,,          231 K        
1570,Jun 2015,          223 K        ,,          254 K        
1571,May 2015,          280 K        ,,          221 K        
1572,Apr 2015,          223 K        ,,          85 K        
1573,Mar 2015,          126 K        ,,          295 K        
1574,Feb 2015,          264 K        ,,          239 K        
1575,Jan 2015,          201 K        ,,          252 K        
1576,Dec 2014,          329 K        ,,          321 K        
1577,Nov 2014,          353 K        ,,          214 K        
1578,Oct 2014,          243 K        ,,          248 K        
1579,Sep 2014,          256 K        ,,          142 K        
1580,Aug 2014,          180 K        ,,          209 K        
1581,Jul 2014,          212 K        ,,          288 K        
1582,Jun 2014,          298 K        ,,          217 K        
1583,May 2014,          224 K        ,,          288 K        
1584,Apr 2014,          282 K        ,,          192 K        
1585,Mar 2014,          203 K        ,,          175 K        
1586,Feb 2014,          197 K        ,,          113 K        
1587,Jan 2014,          129 K        ,,          74 K        
1588,Dec 2013,          75 K        ,,          204 K        
1589,Nov 2013,          241 K        ,,          148 K        
1590,Oct 2013,          200 K        ,,          169 K        
1591,Sep 2013,          163 K        ,,          162 K        
1592,Aug 2013,          193 K        ,,          195 K        
1593,Jul 2013,          104 K        ,,          175 K        
1594,Jun 2013,          188 K        ,,          88 K        
1595,May 2013,          176 K        ,,          236 K        
1596,Apr 2013,          165 K        ,,          157 K        
1597,Mar 2013,          138 K        ,,          155 K        
1598,Feb 2013,          268 K        ,,          146 K        
1599,Jan 2013,          119 K        ,,          171 K        
1600,Dec 2012,          196 K        ,,          114 K        
1601,Nov 2012,          161 K        ,,          96 K        
1602,Oct 2012,          138 K        ,,          163 K        
1603,Sep 2012,          148 K        ,,          64 K        
1604,Aug 2012,          142 K        ,,          77 K        
1605,Jul 2012,          141 K        ,,          87 K        
1606,Jun 2012,          45 K        ,,          120 K        
1607,May 2012,          87 K        ,,          227 K        
1608,Apr 2012,          77 K        ,,          284 K        
1609,Mar 2012,          154 K        ,,          200 K        
1610,Feb 2012,          240 K        ,,          80 K        
1611,Jan 2012,          275 K        ,,          158 K        
1612,Dec 2011,          203 K        ,,          57 K        
1613,Nov 2011,          100 K        ,,          85 K        
1614,Oct 2011,          100 K        ,,          18 K        
1615,Sep 2011,          210 K        ,,          54 K        
1616,Aug 2011,          104 K        ,,          244 K        
1617,Jul 2011,          127 K        ,,          216 K        
1618,Jun 2011,          46 K        ,,          192 K        
1619,May 2011,          25 K        ,,          36 K        
1620,Apr 2011,          232 K        ,,          103 K        
1621,Mar 2011,          221 K        ,,          39 K        
1622,Feb 2011,          194 K        ,,          151 K        
1623,Jan 2011,          63 K        ,,          -95 K        
1624,Dec 2010,          121 K        ,,          -54 K        
1625,Nov 2010,          71 K        ,,          -131 K        
1626,Oct 2010,          172 K        ,,          -125 K        
1627,Sep 2010,          -41 K        ,,          431 K        
1628,Aug 2010,          -57 K        ,,          162 K        
1629,Jul 2010,          -54 K        ,,          -36 K        
1630,Jun 2010,          -221 K        ,,          -20 K        
1631,May 2010,          433 K        ,,          -85 K        
1632,Apr 2010,          290 K        ,,
1633,Mar 2010,          230 K        ,,
1634,Feb 2010,          -14 K        ,,
1635,Jan 2010,          -26 K        ,,
1636,Dec 2009,          -150 K        ,,          -11 K        
1637,Nov 2009,          4 K        ,,          -190 K        
1638,Oct 2009,          -111 K        ,,          -263 K        
1639,Sep 2009,          -219 K        ,,          -216 K        
1640,Aug 2009,          -201 K        ,,          -247 K        
1641,Jul 2009,          -276 K        ,,          -345 K        
1642,Jun 2009,          -467 K        ,,          -539 K        
1643,May 2009,          -322 K        ,,          -663 K        
1644,Apr 2009,          -504 K        ,,          -598 K        
1645,Mar 2009,          -699 K        ,,          -524 K        
1646,Feb 2009,          -651 K        ,,          -533 K        
1647,Jan 2009,          -655 K        ,,          -240 K        
1648,Dec 2008,          -577 K        ,,          -159 K        
1649,Nov 2008,          -584 K        ,,          -84 K        
1650,Oct 2008,          -320 K        ,,          -62 K        
1651,Sep 2008,          -284 K        ,,          -20 K        
1652,Aug 2008,          -73 K        ,,          -63 K        
1653,Jul 2008,          -51 K        ,,          -17 K        
1654,Jun 2008,          -51 K        ,,          18 K        
1655,May 2008,          -49 K        ,,          94 K        
1656,Apr 2008,          -28 K        ,,          166 K        
1657,Mar 2008,          -80 K        ,,          110 K        
1658,Feb 2008,          -76 K        ,,          -4 K        
1659,Jan 2008,          -22 K        ,,          92 K        
1660,Dec 2007,          82 K        ,,          132 K        
1661,Nov 2007,          115 K        ,,          157 K        
1662,Oct 2007,          170 K        ,,          88 K        
1663,Sep 2007,          96 K        ,,          180 K        
1664,Aug 2007,          93 K        ,,
1665,Jul 2007,          68 K        ,,
1666,Jun 2007,          69 K        ,,
1667,May 2007,          190 K        ,,
1668,Apr 2007,          80 K        ,,
1669,Mar 2007,          177 K        ,,
1670,Feb 2007,          97 K        ,,
1671,Jun 2022,          -0.2%        ,-0.2%,          0.0%        
1672,May 2022,          0.2%        ,0.0%,          1.4%        
1673,Apr 2022,          1.1%        ,0.3%,          0.9%        
1674,Mar 2022,          0.9%        ,0.3%,          0.7%        
1675,Feb 2022,          0.5%        ,-0.2%,          1.7%        
1676,Jan 2022,          1.4%        ,-0.6%,          -0.1%        
1677,Dec 2021,          -0.1%        ,-0.2%,          0.8%        
1678,Nov 2021,          0.5%        ,0.4%,          0.2%        
1679,Oct 2021,          1.6%        ,0.3%,          0.7%        
1680,Sep 2021,          -1.3%        ,-0.2%,          0.1%        
1681,Aug 2021,          0.4%        ,0.0%,          2.4%        
1682,Jul 2021,          0.9%        ,0.0%,          -2.6%        
1683,Jun 2021,          0.4%        ,0.5%,          1.1%        
1684,May 2021,          0.8%        ,0.1%,          1.3%        
1685,Apr 2021,          0.7%        ,-0.5%,          0.5%        
1686,Mar 2021,          1.4%        ,-1.0%,          0.9%        
1687,Feb 2021,          -2.2%        ,0.4%,          -0.4%        
1688,Jan 2021,          0.9%        ,0.8%,          3.5%        
1689,Dec 2020,          1.6%        ,-0.1%,          5.7%        
1690,Nov 2020,          0.4%        ,-0.8%,          -12.5%        
1691,Oct 2020,          1.1%        ,-1.5%,          -4.5%        
1692,Sep 2020,          -0.6%        ,1.5%,          0.5%        
1693,Aug 2020,          0.4%        ,3.4%,          -0.5%        
1694,Jul 2020,          3.0%        ,1.3%,          -0.4%        
1695,Jun 2020,          5.4%        ,2.3%,          0.8%        
1696,May 2020,          1.4%        ,-18.0%,          -0.9%        
1697,Apr 2020,          -11.2%        ,0.5%,          -0.3%        
1698,Mar 2020,          -5.4%        ,-0.1%,          0.8%        
1699,Feb 2020,          0.6%        ,0.2%,          -0.1%        
1700,Jan 2020,          -0.3%        ,-0.1%,          0.2%        
1701,Dec 2019,          -0.3%        ,-0.2%,          -0.4%        
1702,Nov 2019,          1.1%        ,0.0%,          0.2%        
1703,Oct 2019,          -0.8%        ,-0.3%,          -0.4%        
1704,Sep 2019,          -0.4%        ,-0.1%,          0.1%        
1705,Aug 2019,          0.6%        ,-0.2%,          0.4%        
1706,Jul 2019,          -0.2%        ,-0.3%,          -0.2%        
1707,Jun 2019,          0.0%        ,-0.3%,          0.2%        
1708,May 2019,          0.4%        ,-0.2%,          0.4%        
1709,Apr 2019,          -0.5%        ,-0.3%,          1.0%        
1710,Mar 2019,          -0.1%        ,-0.1%,          -0.5%        
1711,Feb 2019,          0.1%        ,-0.1%,          0.9%        
1712,Jan 2019,          -0.6%        ,0.0%,
1713,Dec 2018,          0.3%        ,0.2%,
1714,Nov 2018,          0.6%        ,0.1%,
1715,Oct 2018,          0.1%        ,0.2%,
1716,Sep 2018,          0.3%        ,0.4%,
1717,Aug 2018,          0.4%        ,0.3%,
1718,Jul 2018,          0.1%        ,0.3%,
1719,Jun 2018,          0.6%        ,0.4%,
1720,May 2018,          -0.1%        ,0.3%,
1721,Apr 2018,          0.7%        ,0.2%,          0.7%        
1722,Mar 2018,          0.5%        ,0.3%,          1.0%        
1723,Feb 2018,          1.1%        ,0.1%,          -0.3%        
1724,Jan 2018,          -0.1%        ,0.1%,          0.4%        
1725,Dec 2017,          0.9%        ,0.3%,          -0.1%        
1726,Nov 2017,          0.2%        ,0.0%,          1.2%        
1727,Oct 2017,          0.9%        ,0.0%,          0.4%        
1728,Sep 2017,          0.3%        ,0.1%,          -0.7%        
1729,Aug 2017,          -0.9%        ,0.2%,          0.4%        
1730,Jul 2017,          0.2%        ,0.2%,          0.1%        
1731,Jun 2017,          0.4%        ,0.2%,          1.1%        
1732,May 2017,          0.0%        ,0.2%,          0.4%        
1733,Apr 2017,          1.0%        ,0.1%,          0.1%        
1734,Mar 2017,          0.5%        ,,          -0.1%        
1735,Feb 2017,          0.0%        ,,          -0.7%        
1736,Jan 2017,          -0.3%        ,,          0.1%        
1737,Dec 2016,          0.8%        ,,          -0.2%        
1738,Nov 2016,          -0.4%        ,,          -0.5%        
1739,Oct 2016,          0.0%        ,,          0.6%        
1740,Sep 2016,          0.1%        ,,          0.4%        
1741,Aug 2016,          -0.4%        ,,          -0.3%        
1742,Jul 2016,          0.7%        ,,          0.6%        
1743,Jun 2016,          0.6%        ,,          -0.9%        
1744,May 2016,          -0.4%        ,,          -0.6%        
