2555,Nov 2010,          4.70 M        ,,
2556,Oct 2010,          4.43 M        ,,
2557,Sep 2010,          4.53 M        ,,
2558,Aug 2010,          4.12 M        ,,
2559,Jul 2010,          3.83 M        ,,
2560,Jun 2010,          5.26 M        ,,
2561,May 2010,          5.66 M        ,,
2562,Apr 2010,          5.77 M        ,,
2563,Mar 2010,          5.36 M        ,,
2564,Feb 2010,          5.01 M        ,,
2565,Jan 2010,          5.05 M        ,,
2566,Dec 2009,          5.45 M        ,,          5.57 M        
2567,Nov 2009,          6.54 M        ,,          5.10 M        
2568,Oct 2009,          6.10 M        ,,          4.68 M        
2569,Sep 2009,          5.54 M        ,,          4.57 M        
2570,Aug 2009,          5.09 M        ,,          4.49 M        
2571,Jul 2009,          5.24 M        ,,          4.98 M        
2572,Jun 2009,          4.89 M        ,,          4.89 M        
2573,May 2009,          4.77 M        ,,          4.97 M        
2574,Apr 2009,          4.66 M        ,,          5.04 M        
2575,Mar 2009,          4.55 M        ,,          5.50 M        
2576,Feb 2009,          4.72 M        ,,          5.75 M        
2577,Jan 2009,          4.49 M        ,,          5.99 M        
2578,Dec 2008,          4.74 M        ,,          6.12 M        
2579,Nov 2008,          4.45 M        ,,          6.46 M        
2580,Oct 2008,          4.91 M        ,,
2581,Sep 2008,          5.18 M        ,,
2582,Aug 2008,          4.91 M        ,,
2583,Jul 2008,          5.00 M        ,,
2584,Jun 2008,          4.86 M        ,,
2585,May 2008,          4.99 M        ,,
2586,Apr 2008,          4.89 M        ,,
2587,Mar 2008,          4.93 M        ,,
2588,Feb 2008,          5.03 M        ,,
2589,Jan 2008,          4.89 M        ,,
2590,Dec 2007,          4.91 M        ,,
2591,Nov 2007,          5.00 M        ,,
2592,Oct 2007,          4.98 M        ,,
2593,Sep 2007,          5.03 M        ,,
2594,Aug 2007,          5.48 M        ,,
2595,Jul 2007,          5.75 M        ,,
2596,Jun 2007,          5.76 M        ,,
2597,May 2007,          5.99 M        ,,
2598,Apr 2007,          6.01 M        ,,
2599,Mar 2007,          6.15 M        ,,
2600,Feb 2007,          6.69 M        ,,
2601,Jan 2007,          6.44 M        ,,
2602,Jun 2022,          3.6%        ,3.6%,
2603,May 2022,          3.6%        ,3.6%,
2604,Apr 2022,          3.6%        ,3.7%,
2605,Mar 2022,          3.6%        ,3.9%,
2606,Feb 2022,          3.8%        ,3.9%,
2607,Jan 2022,          4.0%        ,4.0%,
2608,Dec 2021,          3.9%        ,4.4%,
2609,Nov 2021,          4.2%        ,4.7%,
2610,Oct 2021,          4.6%        ,5.0%,
2611,Sep 2021,          4.8%        ,5.3%,
2612,Aug 2021,          5.2%        ,5.7%,
2613,Jul 2021,          5.4%        ,5.9%,
2614,Jun 2021,          5.9%        ,6.0%,
2615,May 2021,          5.8%        ,6.1%,
2616,Apr 2021,          6.1%        ,6.1%,
2617,Mar 2021,          6.0%        ,6.3%,
2618,Feb 2021,          6.2%        ,6.5%,
2619,Jan 2021,          6.3%        ,6.7%,
2620,Dec 2020,          6.7%        ,6.8%,
2621,Nov 2020,          6.7%        ,7.4%,
2622,Oct 2020,          6.9%        ,8.2%,
2623,Sep 2020,          7.9%        ,9.3%,
2624,Aug 2020,          8.4%        ,10.7%,
2625,Jul 2020,          10.2%        ,14.2%,
2626,Jun 2020,          11.1%        ,21.1%,
2627,May 2020,          13.3%        ,16.5%,
2628,Apr 2020,          14.7%        ,3.8%,
2629,Mar 2020,          4.4%        ,3.5%,
2630,Feb 2020,          3.5%        ,3.5%,
2631,Jan 2020,          3.6%        ,3.5%,
2632,Dec 2019,          3.5%        ,3.5%,
2633,Nov 2019,          3.5%        ,3.5%,
2634,Oct 2019,          3.6%        ,3.5%,
2635,Sep 2019,          3.5%        ,3.6%,
2636,Aug 2019,          3.7%        ,3.6%,
2637,Jul 2019,          3.7%        ,3.6%,
2638,Jun 2019,          3.7%        ,3.7%,
2639,May 2019,          3.6%        ,3.8%,
2640,Apr 2019,          3.6%        ,3.8%,
2641,Mar 2019,          3.8%        ,3.8%,
2642,Feb 2019,          3.8%        ,3.8%,
2643,Jan 2019,          4.0%        ,3.7%,
2644,Dec 2018,          3.9%        ,3.7%,
2645,Nov 2018,          3.7%        ,3.7%,
2646,Oct 2018,          3.7%        ,3.7%,
2647,Sep 2018,          3.7%        ,3.8%,
2648,Aug 2018,          3.9%        ,3.8%,
2649,Jul 2018,          3.9%        ,3.9%,
2650,Jun 2018,          4.0%        ,3.9%,
2651,May 2018,          3.8%        ,4.0%,
2652,Apr 2018,          3.9%        ,4.0%,
2653,Mar 2018,          4.1%        ,4.0%,
2654,Feb 2018,          4.1%        ,4.0%,
2655,Jan 2018,          4.1%        ,4.0%,
2656,Dec 2017,          4.1%        ,4.0%,
2657,Nov 2017,          4.1%        ,4.1%,
2658,Oct 2017,          4.1%        ,4.2%,
2659,Sep 2017,          4.2%        ,4.2%,
2660,Aug 2017,          4.4%        ,4.2%,
2661,Jul 2017,          4.3%        ,4.2%,
2662,Jun 2017,          4.4%        ,4.3%,
2663,May 2017,          4.3%        ,4.4%,
2664,Apr 2017,          4.4%        ,4.6%,
2665,Mar 2017,          4.5%        ,,
2666,Feb 2017,          4.7%        ,,
2667,Jan 2017,          4.8%        ,,
2668,Dec 2016,          4.7%        ,,
2669,Nov 2016,          4.6%        ,,
2670,Oct 2016,          4.9%        ,,
2671,Sep 2016,          5.0%        ,,
2672,Aug 2016,          4.9%        ,,
2673,Jul 2016,          4.9%        ,,
2674,Jun 2016,          4.9%        ,,
2675,May 2016,          4.7%        ,,
2676,Apr 2016,          5.0%        ,,
2677,Mar 2016,          5.0%        ,,
2678,Feb 2016,          4.9%        ,,
2679,Jan 2016,          4.9%        ,,
2680,Dec 2015,          5.0%        ,,
2681,Nov 2015,          5.0%        ,,
2682,Oct 2015,          5.0%        ,,
2683,Sep 2015,          5.1%        ,,
2684,Aug 2015,          5.1%        ,,
2685,Jul 2015,          5.3%        ,,
2686,Jun 2015,          5.3%        ,,
2687,May 2015,          5.5%        ,,
2688,Apr 2015,          5.4%        ,,
2689,Mar 2015,          5.5%        ,,
2690,Feb 2015,          5.5%        ,,
2691,Jan 2015,          5.7%        ,,
2692,Dec 2014,          5.6%        ,,
2693,Nov 2014,          5.8%        ,,
2694,Oct 2014,          5.8%        ,,
2695,Sep 2014,          5.9%        ,,
2696,Aug 2014,          6.1%        ,,
2697,Jul 2014,          6.2%        ,,
2698,Jun 2014,          6.1%        ,,
2699,May 2014,          6.3%        ,,
2700,Apr 2014,          6.3%        ,,
2701,Mar 2014,          6.7%        ,,
2702,Feb 2014,          6.7%        ,,          7.7%        
2703,Jan 2014,          6.6%        ,,          8.6%        
2704,Dec 2013,          6.7%        ,,
2705,Nov 2013,          7.0%        ,,
2706,Oct 2013,          7.3%        ,,
2707,Sep 2013,          7.2%        ,,
2708,Aug 2013,          7.3%        ,,
2709,Jul 2013,          7.4%        ,,
2710,Jun 2013,          7.6%        ,,
2711,May 2013,          7.6%        ,,
2712,Apr 2013,          7.5%        ,,
2713,Mar 2013,          7.6%        ,,
2714,Feb 2013,          7.7%        ,,
2715,Jan 2013,          7.9%        ,,
2716,Dec 2012,          7.8%        ,,
2717,Nov 2012,          7.8%        ,,
2718,Oct 2012,          7.9%        ,,
2719,Sep 2012,          7.8%        ,,
2720,Aug 2012,          8.1%        ,,
2721,Jul 2012,          8.3%        ,,
2722,Jun 2012,          8.2%        ,,
2723,May 2012,          8.2%        ,,
2724,Apr 2012,          8.1%        ,,
2725,Mar 2012,          8.2%        ,,
2726,Feb 2012,          8.3%        ,,
2727,Jan 2012,          8.3%        ,,
2728,Dec 2011,          8.5%        ,,
2729,Nov 2011,          8.7%        ,,
2730,Oct 2011,          9.0%        ,,
2731,Sep 2011,          9.1%        ,,
2732,Aug 2011,          9.1%        ,,
2733,Jul 2011,          9.1%        ,,
2734,Jun 2011,          9.2%        ,,
2735,May 2011,          9.1%        ,,
2736,Apr 2011,          9.0%        ,,
2737,Mar 2011,          8.8%        ,,
2738,Feb 2011,          8.9%        ,,
2739,Jan 2011,          9.0%        ,,
2740,Dec 2010,          9.4%        ,,
2741,Nov 2010,          9.8%        ,,
2742,Oct 2010,          9.6%        ,,
2743,Sep 2010,          9.6%        ,,
2744,Aug 2010,          9.6%        ,,
2745,Jul 2010,          9.5%        ,,
2746,Jun 2010,          9.5%        ,,
2747,May 2010,          9.7%        ,,
2748,Apr 2010,          9.9%        ,,
2749,Mar 2010,          9.7%        ,,
2750,Feb 2010,          9.7%        ,,
2751,Jan 2010,          9.7%        ,,
2752,Dec 2009,          10.0%        ,,
2753,Nov 2009,          10.0%        ,,
2754,Oct 2009,          10.2%        ,,
2755,Sep 2009,          9.8%        ,,
2756,Aug 2009,          9.7%        ,,
2757,Jul 2009,          9.4%        ,,
2758,Jun 2009,          9.5%        ,,
2759,May 2009,          9.4%        ,,
2760,Apr 2009,          8.9%        ,,
2761,Mar 2009,          8.5%        ,,
2762,Feb 2009,          8.1%        ,,
2763,Jan 2009,          7.6%        ,,
2764,Dec 2008,          7.2%        ,,
2765,Nov 2008,          6.7%        ,,
2766,Oct 2008,          6.5%        ,,
2767,Sep 2008,          6.1%        ,,
2768,Aug 2008,          6.1%        ,,
2769,Jul 2008,          5.7%        ,,
2770,Jun 2008,          5.5%        ,,
2771,May 2008,          5.5%        ,,
2772,Apr 2008,          5.0%        ,,
2773,Mar 2008,          5.1%        ,,
2774,Feb 2008,          4.8%        ,,
2775,Jan 2008,          4.9%        ,,
2776,Dec 2007,          5.0%        ,,
2777,Nov 2007,          4.7%        ,,
2778,Oct 2007,          4.7%        ,,
2779,Sep 2007,          4.7%        ,,
2780,Aug 2007,          4.6%        ,,
2781,Jul 2007,          4.6%        ,,
2782,Jun 2007,          4.5%        ,,
2783,May 2007,          4.5%        ,,
2784,Apr 2007,          4.5%        ,,
2785,Mar 2007,          4.4%        ,,
2786,Feb 2007,          4.5%        ,,
2787,May 2022,          128 K        ,-225 K,          202 K        
2788,Apr 2022,          247 K        ,-31 K,          479 K        
2789,Mar 2022,          455 K        ,238 K,          486 K        
2790,Feb 2022,          475 K        ,471 K,          509 K        
2791,Jan 2022,          -301 K        ,503 K,          776 K        
2792,Dec 2021,          807 K        ,161 K,          505 K        
2793,Nov 2021,          534 K        ,-366 K,          570 K        
2794,Oct 2021,          571 K        ,-663 K,          523 K        
2795,Sep 2021,          568 K        ,74 K,          340 K        
2796,Aug 2021,          374 K        ,406 K,          326 K        
2797,Jul 2021,          330 K        ,845 K,          680 K        
2798,Jun 2021,          692 K        ,1055 K,          886 K        
2799,May 2021,          978 K        ,923 K,          654 K        
2800,Apr 2021,          742 K        ,742 K,          565 K        
2801,Mar 2021,          517 K        ,-238 K,          176 K        
2802,Feb 2021,          117 K        ,-465 K,          195 K        
2803,Jan 2021,          174 K        ,-464 K,          -78 K        
2804,Dec 2020,          -123 K        ,-417 K,          304 K        
2805,Nov 2020,          307 K        ,129 K,          404 K        
2806,Oct 2020,          365 K        ,576 K,          753 K        
2807,Sep 2020,          749 K        ,59138 K,          481 K        
2808,Aug 2020,          428 K        ,58274 K,          212 K        
2809,Jul 2020,          167 K        ,2246 K,          4314 K        
2810,Jun 2020,          2369 K        ,-12515 K,          3065 K        
2811,May 2020,          -2760 K        ,-9000 K,          -19557 K        
2812,Apr 2020,          -20236 K        ,167 K,          -149 K        
2813,Mar 2020,          -27 K        ,216 K,          179 K        
2814,Feb 2020,          183 K        ,174 K,          209 K        
2815,Jan 2020,          291 K        ,125 K,          199 K        
2816,Dec 2019,          202 K        ,125 K,          124 K        
2817,Nov 2019,          67 K        ,176 K,          121 K        
2818,Oct 2019,          125 K        ,159 K,          93 K        
2819,Sep 2019,          135 K        ,137 K,          157 K        
2820,Aug 2019,          195 K        ,104 K,          142 K        
2821,Jul 2019,          156 K        ,136 K,          112 K        
2822,Jun 2019,          102 K        ,156 K,          41 K        
2823,May 2019,          27 K        ,190 K,          271 K        
2824,Apr 2019,          275 K        ,186 K,          151 K        
2825,Mar 2019,          129 K        ,221 K,          197 K        
2826,Feb 2019,          183 K        ,222 K,          300 K        
2827,Jan 2019,          213 K        ,222 K,          263 K        
2828,Dec 2018,          271 K        ,210 K,          157 K        
2829,Nov 2018,          179 K        ,206 K,          225 K        
2830,Oct 2018,          227 K        ,199 K,          218 K        
2831,Sep 2018,          230 K        ,187 K,          168 K        
2832,Aug 2018,          163 K        ,171 K,          217 K        
2833,Jul 2018,          219 K        ,141 K,          181 K        
2834,Jun 2018,          177 K        ,159 K,          189 K        
2835,May 2018,          178 K        ,223 K,          163 K        
2836,Apr 2018,          204 K        ,214 K,          228 K        
2837,Mar 2018,          241 K        ,204 K,          246 K        
2838,Feb 2018,          235 K        ,199 K,          244 K        
2839,Jan 2018,          234 K        ,192 K,          242 K        
2840,Dec 2017,          250 K        ,188 K,          185 K        
2841,Nov 2017,          190 K        ,195 K,          110 K        
2842,Oct 2017,          235 K        ,194 K,          228 K        
2843,Sep 2017,          135 K        ,192 K,          201 K        
2844,Aug 2017,          237 K        ,195 K,          191 K        
2845,Jul 2017,          178 K        ,204 K,          230 K        
2846,Jun 2017,          158 K        ,245 K,          174 K        
2847,May 2017,          253 K        ,241 K,          255 K        
2848,Apr 2017,          177 K        ,232 K,          245 K        
2849,Mar 2017,          263 K        ,,          261 K        
2850,Feb 2017,          298 K        ,,          151 K        
2851,Jan 2017,          246 K        ,,          215 K        
2852,Dec 2016,          153 K        ,,          119 K        
2853,Nov 2016,          216 K        ,,          202 K        
2854,Oct 2016,          147 K        ,,          175 K        
2855,Sep 2016,          154 K        ,,          194 K        
2856,Aug 2016,          177 K        ,,          168 K        
2857,Jul 2016,          179 K        ,,          166 K        
2858,Jun 2016,          172 K        ,,          205 K        
2859,May 2016,          173 K        ,,          193 K        
2860,Apr 2016,          156 K        ,,          267 K        
2861,Mar 2016,          200 K        ,,          211 K        
2862,Feb 2016,          214 K        ,,          196 K        
2863,Jan 2016,          205 K        ,,          190 K        
2864,Dec 2015,          257 K        ,,          186 K        
2865,Nov 2015,          217 K        ,,          177 K        
2866,Oct 2015,          182 K        ,,          229 K        
2867,Sep 2015,          200 K        ,,          203 K        
2868,Aug 2015,          190 K        ,,          165 K        
2869,Jul 2015,          185 K        ,,          175 K        
2870,Jun 2015,          237 K        ,,          212 K        
2871,May 2015,          201 K        ,,          213 K        
2872,Apr 2015,          169 K        ,,          241 K        
2873,Mar 2015,          189 K        ,,          208 K        
2874,Feb 2015,          214 K        ,,          230 K        
2875,Jan 2015,          250 K        ,,          213 K        
2876,Dec 2014,          253 K        ,,          204 K        
2877,Nov 2014,          227 K        ,,          218 K        
2878,Oct 2014,          233 K        ,,          220 K        
2879,Sep 2014,          225 K        ,,          191 K        
2880,Aug 2014,          202 K        ,,          139 K        
2881,Jul 2014,          212 K        ,,          175 K        
2882,Jun 2014,          281 K        ,,
2883,May 2014,          179 K        ,,
2884,Apr 2014,          215 K        ,,
2885,Mar 2014,          209 K        ,,
2886,Feb 2014,          178 K        ,,
2887,Jan 2014,          127 K        ,,          238 K        
2888,Dec 2013,          227 K        ,,          215 K        
2889,Nov 2013,          229 K        ,,          130 K        
2890,Oct 2013,          184 K        ,,          166 K        
2891,Sep 2013,          145 K        ,,          176 K        
2892,Aug 2013,          159 K        ,,          188 K        
2893,Jul 2013,          198 K        ,,          135 K        
2894,Jun 2013,          198 K        ,,          119 K        
2895,May 2013,          134 K        ,,          158 K        
2896,Apr 2013,          113 K        ,,          198 K        
2897,Mar 2013,          131 K        ,,          192 K        
2898,Feb 2013,          237 K        ,,          215 K        
2899,Jan 2013,          215 K        ,,          158 K        
2900,Dec 2012,          185 K        ,,          201 K        
2901,Nov 2012,          118 K        ,,          173 K        
2902,Oct 2012,          157 K        ,,          176 K        
2903,Sep 2012,          162 K        ,,          119 K        
2904,Aug 2012,          189 K        ,,          209 K        
2905,Jul 2012,          156 K        ,,          216 K        
2906,Jun 2012,          172 K        ,,          170 K        
2907,May 2012,          133 K        ,,          206 K        
2908,Apr 2012,          113 K        ,,          110 K        
2909,Mar 2012,          201 K        ,,          91 K        
2910,Feb 2012,          230 K        ,,          91 K        
2911,Jan 2012,          173 K        ,,          114 K        
2912,Dec 2011,          325 K        ,,          38 K        
2913,Nov 2011,          204 K        ,,          179 K        
2914,Oct 2011,          130 K        ,,          201 K        
2915,Sep 2011,          116 K        ,,          187 K        
2916,Aug 2011,          89 K        ,,          297 K        
2917,Jul 2011,          109 K        ,,          93 K        
2918,Jun 2011,          145 K        ,,          43 K        
2919,May 2011,          36 K        ,,          -39 K        
2920,Apr 2011,          177 K        ,,          -10 K        
2921,Mar 2011,          207 K        ,,          42 K        
2922,Feb 2011,          208 K        ,,          13 K        
2923,Jan 2011,          189 K        ,,          32 K        
2924,Dec 2010,          247 K        ,,          -23 K        
2925,Nov 2010,          92 K        ,,          -20 K        
2926,Oct 2010,          82 K        ,,          -22 K        
2927,Sep 2010,          -2 K        ,,          -84 K        
2928,Aug 2010,          10 K        ,,
2929,Jul 2010,          37 K        ,,
2930,Jun 2010,          19 K        ,,
2931,May 2010,          55 K        ,,
2932,Apr 2010,          65 K        ,,
2933,Mar 2010,          19 K        ,,
2934,Feb 2010,          -24 K        ,,
2935,Jan 2010,          -60 K        ,,
2936,Dec 2009,          -61 K        ,,
2937,Nov 2009,          -169 K        ,,          -203 K        
2938,Oct 2009,          -195 K        ,,          -254 K        
2939,Sep 2009,          -227 K        ,,          -298 K        
2940,Aug 2009,          -277 K        ,,          -371 K        
2941,Jul 2009,          -360 K        ,,          -532 K        
2942,Jun 2009,          -473 K        ,,          -742 K        
2943,May 2009,          -485 K        ,,          -693 K        
2944,Apr 2009,          -491 K        ,,          -250 K        
2945,Mar 2009,          -708 K        ,,          -157 K        
2946,Feb 2009,          -697 K        ,,          -8 K        
2947,Jan 2009,          -522 K        ,,          -33 K        
2948,Dec 2008,          -659 K        ,,          -79 K        
2949,Nov 2008,          -476 K        ,,          40 K        
2950,Oct 2008,          -179 K        ,,          10 K        
2951,Sep 2008,          -26 K        ,,          8 K        
2952,Aug 2008,          -37 K        ,,          -23 K        
2953,Jul 2008,          9 K        ,,          130 K        
2954,Jun 2008,          -77 K        ,,          40 K        
2955,May 2008,          25 K        ,,          189 K        
2956,Apr 2008,          13 K        ,,          106 K        
2957,Mar 2008,          3 K        ,,          38 K        
2958,Feb 2008,          -18 K        ,,          64 K        
2959,Jan 2008,          119 K        ,,
2960,Dec 2007,          37 K        ,,
2961,Nov 2007,          173 K        ,,
2962,Oct 2007,          119 K        ,,
2963,Sep 2007,          58 K        ,,
2964,Aug 2007,          27 K        ,,
2965,Jul 2007,          48 K        ,,
2966,Jun 2007,          150 K        ,,
2967,May 2007,          97 K        ,,
2968,Apr 2007,          61 K        ,,
2969,Mar 2007,          106 K        ,,
2970,Feb 2007,          57 K        ,,
2971,Jul 2022,          11.1        ,-6.3,          3.3        
2972,Jun 2022,          -1.2        ,6.5,          11.5        
2973,May 2022,          -11.6        ,6.4,
2974,Apr 2022,          24.6        ,-4.3,
2975,Mar 2022,          -11.8        ,1.2,
2976,Feb 2022,          3.1        ,15.5,
2977,Jan 2022,          -0.7        ,31.6,
2978,Dec 2021,          31.9        ,25.5,
2979,Nov 2021,          30.9        ,26.9,
2980,Oct 2021,          19.8        ,26.6,
2981,Sep 2021,          34.3        ,30.5,
2982,Aug 2021,          18.3        ,31.1,
2983,Jul 2021,          43.0        ,20.7,
2984,Jun 2021,          17.4        ,25.3,
2985,May 2021,          24.3        ,21.9,
2986,Apr 2021,          26.3        ,14.6,
2987,Mar 2021,          17.4        ,7.7,
2988,Feb 2021,          12.1        ,4.1,
2989,Jan 2021,          3.5        ,5.5,
2990,Dec 2020,          4.9        ,8.3,
2991,Nov 2020,          6.3        ,-10.7,
2992,Oct 2020,          10.5        ,-13.3,
2993,Sep 2020,          17.0        ,6.1,
2994,Aug 2020,          3.7        ,-14.1,
2995,Jul 2020,          17.2        ,-24.1,
2996,Jun 2020,          -0.2        ,-65.7,
2997,May 2020,          -48.5        ,-59.0,
2998,Apr 2020,          -78.2        ,-4.2,
2999,Mar 2020,          -21.5        ,8.7,
3000,Feb 2020,          12.9        ,4.1,
3001,Jan 2020,          4.8        ,3.1,
3002,Dec 2019,          3.5        ,3.4,
3003,Nov 2019,          2.9        ,2.9,
3004,Oct 2019,          4.0        ,2.7,
3005,Sep 2019,          2.0        ,1.1,
3006,Aug 2019,          4.8        ,4.7,
3007,Jul 2019,          4.3        ,7.2,
3008,Jun 2019,          -8.6        ,13.8,
3009,May 2019,          17.8        ,6.2,
3010,Apr 2019,          10.1        ,6.2,
3011,Mar 2019,          3.7        ,7.3,
3012,Feb 2019,          8.8        ,7.3,
3013,Jan 2019,          3.9        ,13.3,
3014,Dec 2018,          10.9        ,8.4,
3015,Nov 2018,          23.3        ,8.2,
3016,Oct 2018,          21.1        ,8.6,
3017,Sep 2018,          19.0        ,8.6,
3018,Aug 2018,          25.6        ,9.3,
3019,Jul 2018,          22.6        ,9.2,
3020,Jun 2018,          25.0        ,9.7,
3021,May 2018,          20.1        ,9.7,          17.7        
3022,Apr 2018,          15.8        ,10.5,          19.6        
3023,Mar 2018,          22.5        ,10.8,          -6.2        
3024,Feb 2018,          13.1        ,11.5,          -3.6        
3025,Jan 2018,          17.7        ,11.3,
3026,Dec 2017,          18.0        ,10.6,
3027,Nov 2017,          19.4        ,12.3,
3028,Oct 2017,          30.2        ,10.3,
3029,Sep 2017,          24.4        ,9.1,
3030,Aug 2017,          25.2        ,,
3031,Jul 2017,          9.8        ,,
3032,Jun 2017,          19.8        ,,
3033,May 2017,          -1.0        ,,
3034,Apr 2017,          5.2        ,,
3035,Mar 2017,          16.4        ,,
3036,Feb 2017,          18.7        ,,
3037,Jan 2017,          6.5        ,,
3038,Dec 2016,          9.0        ,,
3039,Nov 2016,          1.5        ,,
3040,Oct 2016,          -6.8        ,,
3041,Sep 2016,          -2.0        ,,
3042,Aug 2016,          -4.2        ,,
3043,Jul 2016,          0.6        ,,
3044,Jun 2016,          6.0        ,,
3045,May 2016,          -9.0        ,,
3046,Apr 2016,          9.6        ,,
3047,Mar 2016,          0.6        ,,
3048,Feb 2016,          -16.6        ,,
3049,Jan 2016,          -19.4        ,,
3050,Dec 2015,          -4.6        ,,
3051,Nov 2015,          -10.7        ,,
3052,Oct 2015,          -11.4        ,,
3053,Sep 2015,          -14.7        ,,
3054,Aug 2015,          -14.9        ,,
3055,Jul 2015,          3.9        ,,
3056,Jun 2015,          -2.0        ,,
3057,May 2015,          3.1        ,,
3058,Apr 2015,          -1.2        ,,
3059,Mar 2015,          6.9        ,,
3060,Feb 2015,          7.8        ,,
3061,Jan 2015,          10.0        ,,
3062,Dec 2014,          -1.2        ,,
3063,Nov 2014,          10.2        ,,
3064,Oct 2014,          6.2        ,,
3065,Sep 2014,          27.5        ,,
3066,Aug 2014,          14.7        ,,
3067,Jul 2014,          25.6        ,,
3068,Jun 2014,          19.3        ,,
3069,May 2014,          19.0        ,,
3070,Apr 2014,          1.3        ,,
3071,Mar 2014,          5.6        ,,          1.0        
3072,Feb 2014,          4.5        ,,          9.5        
3073,Jan 2014,          12.5        ,,          10.6        
3074,Dec 2013,          2.2        ,,
3075,Nov 2013,          -2.2        ,,
3076,Oct 2013,          1.5        ,,
3077,Sep 2013,          6.3        ,,
3078,Aug 2013,          8.2        ,,
3079,Jul 2013,          9.5        ,,
3080,Jun 2013,          7.8        ,,
3081,May 2013,          -1.4        ,,
3082,Apr 2013,          3.1        ,,
3083,Mar 2013,          9.2        ,,
3084,Feb 2013,          10.0        ,,
3085,Jan 2013,          -7.8        ,,
3086,Dec 2012,          -8.1        ,,
3087,Nov 2012,          -5.2        ,,
3088,Oct 2012,          -6.2        ,,
3089,Sep 2012,          -10.4        ,,
3090,Aug 2012,          -5.9        ,,
3091,Jul 2012,          7.4        ,,
3092,Jun 2012,          2.3        ,,
3093,May 2012,          17.1        ,,
3094,Apr 2012,          6.6        ,,
3095,Mar 2012,          20.2        ,,
3096,Feb 2012,          19.5        ,,
3097,Jan 2012,          13.5        ,,
3098,Dec 2011,          8.2        ,,
3099,Nov 2011,          0.6        ,,
3100,Oct 2011,          -8.5        ,,
3101,Sep 2011,          -8.8        ,,
3102,Aug 2011,          -7.7        ,,
3103,Jul 2011,          -3.8        ,,
3104,Jun 2011,          -7.8        ,,
3105,May 2011,          11.9        ,,
3106,Apr 2011,          21.7        ,,
3107,Mar 2011,          17.5        ,,
3108,Feb 2011,          15.4        ,,
3109,Jan 2011,          11.9        ,,
3110,Dec 2010,          9.9        ,,
3111,Nov 2010,          -11.1        ,,
3112,Oct 2010,          15.7        ,,
3113,Sep 2010,          4.1        ,,
3114,Aug 2010,          7.1        ,,
3115,Jul 2010,          5.1        ,,
3116,Jun 2010,          19.6        ,,
3117,May 2010,          19.1        ,,
3118,Apr 2010,          31.9        ,,
3119,Mar 2010,          22.9        ,,
3120,Feb 2010,          24.9        ,,
3121,Jan 2010,          15.9        ,,          12.1        
3122,Dec 2009,          2.6        ,,          -25.8        
3123,Nov 2009,          23.5        ,,          10.3        
3124,Oct 2009,          34.6        ,,
3125,Sep 2009,          18.9        ,,
3126,Aug 2009,          12.1        ,,
3127,Jul 2009,          -0.6        ,,
3128,Jun 2009,          -9.4        ,,
3129,May 2009,          -4.6        ,,
3130,Apr 2009,          -14.7        ,,
3131,Mar 2009,          -38.2        ,,
3132,Feb 2009,          -34.7        ,,
3133,Jan 2009,          -22.2        ,,
3134,Dec 2008,          -27.9        ,,
3135,Nov 2008,          -25.4        ,,
3136,Oct 2008,          -24.6        ,,
3137,Sep 2008,          -7.4        ,,
3138,Aug 2008,          2.8        ,,
3139,Jul 2008,          -4.9        ,,
3140,Jun 2008,          -8.7        ,,
3141,May 2008,          -3.2        ,,
3142,Apr 2008,          0.6        ,,
3143,Mar 2008,          -22.2        ,,
3144,Feb 2008,          -11.7        ,,
3145,Jan 2008,          9.0        ,,
3146,Dec 2007,          9.8        ,,
3147,Nov 2007,          27.4        ,,
3148,Oct 2007,          28.8        ,,
3149,Sep 2007,          14.7        ,,
3150,Aug 2007,          25.1        ,,
3151,Jul 2007,          26.5        ,,
3152,Jun 2007,          25.8        ,,
3153,Jul 2022,          52.1        ,58.2,          64.3        
3154,Jun 2022,          56.0        ,58.5,
3155,May 2022,          60.3        ,59.7,
3156,Apr 2022,          56.4        ,59.7,
3157,Mar 2022,          62.9        ,60.8,
3158,Feb 2022,          56.3        ,64.3,
3159,Jan 2022,          65.2        ,62.6,
3160,Dec 2021,          63.1        ,65.2,
3161,Nov 2021,          61.8        ,66.8,
3162,Oct 2021,          68.4        ,65.9,
3163,Sep 2021,          64.7        ,70.3,
3164,Aug 2021,          66.8        ,70.1,
3165,Jul 2021,          73.4        ,70.9,
3166,Jun 2021,          66.1        ,74.0,
3167,May 2021,          75.2        ,69.5,
3168,Apr 2021,          72.1        ,63.1,
3169,Mar 2021,          66.3        ,61.8,
3170,Feb 2021,          59.5        ,61.8,
3171,Jan 2021,          63.8        ,59.0,
3172,Dec 2020,          59.5        ,59.7,
3173,Nov 2020,          58.2        ,61.9,
3174,Oct 2020,          61.1        ,56.9,
3175,Sep 2020,          62.4        ,42.1,
3176,Aug 2020,          51.2        ,42.7,
3177,Jul 2020,          51.9        ,31.0,
3178,Jun 2020,          36.6        ,42.9,
3179,May 2020,          32.3        ,44.5,
3180,Apr 2020,          35.4        ,46.5,
3181,Mar 2020,          47.8        ,46.6,
3182,Feb 2020,          49.0        ,45.9,
3183,Jan 2020,          42.9        ,45.9,
3184,Dec 2019,          48.9        ,45.7,
3185,Nov 2019,          46.3        ,46.9,
3186,Oct 2019,          43.2        ,47.4,
